date,day_of_week,puzzle_id,hint,puzzle,solution
2023-02-05,Sunday,147635,"[24, 79, 37, 13, 50, 38, 27, 52, 55, 67, 20, 15, 62, 64, 23, 31, 42, 66, 61, 5, 39, 72, 54, 70, 76, 7, 35, 36, 60, 75, 19, 2, 17, 48, 59, 63, 78, 30, 53, 4, 16, 18, 44]","[5, 2, 0, 7, 0, 0, 4, 0, 8, 8, 3, 4, 2, 0, 9, 0, 0, 0, 0, 0, 0, 4, 6, 0, 0, 3, 2, 0, 6, 3, 0, 0, 1, 2, 4, 0, 0, 0, 0, 0, 4, 7, 0, 6, 0, 4, 8, 1, 0, 9, 0, 3, 0, 0, 0, 0, 5, 1, 3, 0, 0, 0, 0, 0, 0, 9, 0, 0, 5, 1, 0, 3, 0, 1, 8, 0, 0, 4, 0, 0, 7]","[5, 2, 6, 7, 1, 3, 4, 9, 8, 8, 3, 4, 2, 5, 9, 7, 1, 6, 1, 9, 7, 4, 6, 8, 5, 3, 2, 7, 6, 3, 5, 8, 1, 2, 4, 9, 9, 5, 2, 3, 4, 7, 8, 6, 1, 4, 8, 1, 6, 9, 2, 3, 7, 5, 2, 7, 5, 1, 3, 6, 9, 8, 4, 6, 4, 9, 8, 7, 5, 1, 2, 3, 3, 1, 8, 9, 2, 4, 6, 5, 7]"
2023-02-06,Monday,147638,"[21, 38, 55, 77, 71, 56, 26, 30, 67, 72, 76, 18, 79, 58, 15, 54, 28, 40, 48, 73, 13, 17, 34, 41, 69, 75, 4, 10, 44, 50, 29, 6, 12, 19, 36, 53, 61, 68, 35, 47, 27, 42, 70]","[4, 3, 8, 2, 0, 9, 0, 6, 1, 2, 0, 6, 0, 0, 8, 0, 4, 0, 0, 0, 1, 0, 3, 6, 2, 7, 0, 0, 0, 0, 0, 5, 2, 4, 0, 0, 0, 8, 0, 9, 0, 0, 0, 2, 0, 3, 2, 0, 0, 4, 0, 6, 8, 0, 0, 0, 0, 7, 0, 1, 8, 0, 2, 7, 9, 2, 6, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 7, 0, 6]","[4, 3, 8, 2, 7, 9, 5, 6, 1, 2, 7, 6, 5, 1, 8, 9, 4, 3, 9, 5, 1, 4, 3, 6, 2, 7, 8, 1, 6, 7, 8, 5, 2, 4, 3, 9, 5, 8, 4, 9, 6, 3, 1, 2, 7, 3, 2, 9, 1, 4, 7, 6, 8, 5, 6, 4, 3, 7, 9, 1, 8, 5, 2, 7, 9, 2, 6, 8, 5, 3, 1, 4, 8, 1, 5, 3, 2, 4, 7, 9, 6]"
2023-02-07,Tuesday,147641,"[16, 37, 63, 79, 54, 19, 41, 46, 66, 20, 48, 78, 34, 23, 53, 61, 67, 11, 7, 21, 65, 45, 49, 77, 44, 42, 71, 28, 56, 40, 33, 8, 14, 18, 47, 76, 1, 12, 24, 31, 62, 68, 72]","[6, 0, 9, 3, 1, 5, 4, 0, 0, 1, 8, 0, 0, 9, 0, 3, 0, 5, 0, 0, 0, 0, 6, 0, 0, 1, 9, 4, 0, 3, 7, 0, 9, 0, 0, 1, 5, 0, 2, 4, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 6, 9, 2, 0, 0, 7, 0, 9, 5, 8, 1, 0, 0, 0, 5, 0, 0, 0, 0, 7, 3, 0, 0, 4, 1, 6, 0, 0, 0, 0, 8]","[6, 2, 9, 3, 1, 5, 4, 8, 7, 1, 8, 4, 2, 9, 7, 3, 6, 5, 7, 3, 5, 8, 6, 4, 2, 1, 9, 4, 6, 3, 7, 2, 9, 8, 5, 1, 5, 9, 2, 4, 8, 1, 6, 7, 3, 8, 1, 7, 5, 3, 6, 9, 2, 4, 3, 7, 6, 9, 5, 8, 1, 4, 2, 9, 5, 8, 1, 4, 2, 7, 3, 6, 2, 4, 1, 6, 7, 3, 5, 9, 8]"
2023-02-08,Wednesday,147644,"[41, 80, 27, 67, 15, 38, 49, 72, 32, 73, 45, 18, 34, 37, 71, 20, 46, 14, 52, 59, 65, 78, 5, 33, 75, 25, 50, 0, 17, 42, 48, 64, 58, 2, 12, 53, 55, 70, 24, 11, 26, 13, 57]","[0, 9, 0, 1, 3, 0, 5, 4, 2, 2, 7, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 9, 2, 8, 0, 0, 0, 0, 2, 8, 4, 6, 0, 0, 0, 1, 6, 0, 0, 2, 7, 0, 0, 3, 4, 0, 0, 7, 0, 0, 0, 9, 0, 0, 4, 0, 9, 0, 0, 0, 3, 1, 7, 7, 0, 0, 3, 0, 1, 4, 0, 0, 0, 0, 5, 0, 4, 6, 0, 8, 0]","[8, 9, 6, 1, 3, 7, 5, 4, 2, 2, 7, 3, 6, 5, 4, 1, 9, 8, 5, 1, 4, 9, 2, 8, 6, 7, 3, 9, 2, 8, 4, 6, 3, 7, 5, 1, 6, 5, 1, 2, 7, 9, 8, 3, 4, 3, 4, 7, 8, 1, 5, 9, 2, 6, 4, 6, 9, 5, 8, 2, 3, 1, 7, 7, 8, 2, 3, 9, 1, 4, 6, 5, 1, 3, 5, 7, 4, 6, 2, 8, 9]"
2023-02-09,Thursday,147647,"[14, 34, 76, 17, 22, 29, 43, 48, 54, 60, 72, 63, 80, 11, 50, 58, 64, 66, 74, 42, 8, 20, 41, 57, 69, 4, 46, 70, 56, 44, 19, 38, 37, 32, 5, 31, 7, 9, 23, 28, 51, 62, 75]","[2, 9, 3, 6, 0, 0, 1, 0, 0, 0, 8, 0, 3, 5, 0, 4, 6, 0, 4, 0, 0, 1, 0, 0, 2, 3, 8, 5, 0, 0, 4, 0, 0, 6, 0, 1, 1, 0, 0, 2, 7, 0, 0, 0, 0, 8, 0, 2, 0, 6, 0, 0, 5, 3, 0, 2, 0, 0, 0, 6, 0, 8, 0, 0, 0, 7, 0, 3, 9, 0, 0, 2, 0, 5, 0, 0, 0, 4, 9, 1, 0]","[2, 9, 3, 6, 4, 8, 1, 7, 5, 7, 8, 1, 3, 5, 2, 4, 6, 9, 4, 6, 5, 1, 9, 7, 2, 3, 8, 5, 7, 9, 4, 8, 3, 6, 2, 1, 1, 3, 6, 2, 7, 5, 8, 9, 4, 8, 4, 2, 9, 6, 1, 7, 5, 3, 9, 2, 4, 5, 1, 6, 3, 8, 7, 6, 1, 7, 8, 3, 9, 5, 4, 2, 3, 5, 8, 7, 2, 4, 9, 1, 6]"
2023-02-10,Friday,147650,"[13, 24, 27, 80, 9, 32, 51, 70, 25, 28, 48, 20, 43, 45, 57, 73, 14, 62, 63, 1, 22, 56, 68, 64, 12, 61, 77, 16, 35, 40, 60, 0, 10, 21, 38, 67, 78, 50, 8, 6, 29, 44, 49]","[0, 0, 6, 4, 3, 2, 0, 8, 0, 0, 0, 3, 0, 0, 0, 9, 0, 2, 7, 8, 0, 0, 0, 5, 0, 0, 4, 0, 0, 0, 9, 2, 0, 8, 1, 0, 9, 4, 0, 8, 0, 6, 3, 0, 0, 0, 5, 8, 0, 0, 0, 0, 6, 9, 1, 6, 0, 0, 4, 3, 0, 0, 0, 0, 0, 5, 6, 0, 0, 2, 0, 3, 3, 0, 4, 5, 8, 0, 0, 9, 0]","[5, 9, 6, 4, 3, 2, 7, 8, 1, 4, 1, 3, 7, 6, 8, 9, 5, 2, 7, 8, 2, 1, 9, 5, 6, 3, 4, 6, 3, 7, 9, 2, 4, 8, 1, 5, 9, 4, 1, 8, 5, 6, 3, 2, 7, 2, 5, 8, 3, 7, 1, 4, 6, 9, 1, 6, 9, 2, 4, 3, 5, 7, 8, 8, 7, 5, 6, 1, 9, 2, 4, 3, 3, 2, 4, 5, 8, 7, 1, 9, 6]"
2023-02-11,Saturday,147653,"[14, 34, 71, 73, 33, 37, 50, 66, 29, 44, 25, 22, 53, 61, 9, 31, 74, 46, 21, 68, 42, 51, 59, 65, 79, 8, 47, 60, 3, 55, 69, 76, 0, 26, 16, 18, 80, 1, 15, 23, 38, 49, 57]","[0, 0, 8, 0, 6, 2, 5, 4, 0, 0, 2, 5, 9, 3, 0, 0, 0, 7, 0, 3, 7, 0, 0, 0, 8, 0, 0, 7, 9, 0, 3, 0, 5, 0, 0, 1, 5, 0, 0, 8, 9, 7, 0, 3, 0, 8, 0, 0, 2, 0, 0, 0, 7, 0, 2, 0, 6, 0, 8, 0, 0, 0, 4, 3, 5, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 5, 0, 3, 2, 0, 0]","[9, 1, 8, 7, 6, 2, 5, 4, 3, 4, 2, 5, 9, 3, 8, 1, 6, 7, 6, 3, 7, 4, 5, 1, 8, 2, 9, 7, 9, 2, 3, 4, 5, 6, 8, 1, 5, 6, 1, 8, 9, 7, 4, 3, 2, 8, 4, 3, 2, 1, 6, 9, 7, 5, 2, 7, 6, 1, 8, 9, 3, 5, 4, 3, 5, 9, 6, 2, 4, 7, 1, 8, 1, 8, 4, 5, 7, 3, 2, 9, 6]"
2023-02-19,Sunday,147677,"[31, 11, 53, 70, 72, 28, 59, 9, 12, 73, 44, 56, 67, 5, 24, 26, 78, 25, 51, 55, 71, 0, 38, 30, 33, 40, 77, 1, 21, 4, 17, 2, 15, 34, 49, 57, 80, 22, 37, 50, 60, 66, 74]","[0, 0, 0, 4, 0, 0, 7, 1, 6, 0, 3, 0, 0, 7, 9, 0, 8, 0, 6, 2, 7, 0, 0, 5, 0, 0, 0, 3, 0, 6, 0, 0, 2, 0, 0, 1, 5, 0, 0, 7, 0, 6, 2, 4, 0, 8, 4, 2, 3, 0, 0, 0, 6, 0, 4, 0, 0, 0, 6, 0, 0, 2, 8, 2, 5, 8, 0, 0, 4, 6, 0, 0, 0, 0, 0, 2, 9, 0, 0, 3, 0]","[9, 8, 5, 4, 2, 3, 7, 1, 6, 1, 3, 4, 6, 7, 9, 5, 8, 2, 6, 2, 7, 8, 1, 5, 3, 9, 4, 3, 7, 6, 9, 4, 2, 8, 5, 1, 5, 1, 9, 7, 8, 6, 2, 4, 3, 8, 4, 2, 3, 5, 1, 9, 6, 7, 4, 9, 3, 5, 6, 7, 1, 2, 8, 2, 5, 8, 1, 3, 4, 6, 7, 9, 7, 6, 1, 2, 9, 8, 4, 3, 5]"
2023-02-20,Monday,147680,"[38, 72, 11, 23, 53, 66, 61, 19, 65, 18, 78, 28, 49, 43, 32, 2, 34, 24, 0, 29, 50, 58, 64, 44, 17, 41, 69, 16, 51, 63, 80, 48, 77, 26, 42, 57, 4, 62, 75, 10, 25, 3, 76]","[0, 4, 0, 0, 0, 5, 7, 3, 1, 2, 0, 0, 1, 6, 3, 9, 0, 0, 0, 0, 8, 9, 4, 0, 0, 0, 0, 8, 0, 0, 4, 7, 0, 3, 0, 5, 7, 6, 0, 5, 3, 0, 0, 0, 0, 3, 2, 5, 0, 0, 0, 0, 8, 0, 6, 8, 1, 0, 0, 4, 5, 0, 0, 0, 0, 0, 0, 5, 1, 0, 2, 6, 0, 7, 2, 0, 0, 0, 0, 9, 0]","[9, 4, 6, 8, 2, 5, 7, 3, 1, 2, 5, 7, 1, 6, 3, 9, 4, 8, 1, 3, 8, 9, 4, 7, 6, 5, 2, 8, 1, 9, 4, 7, 2, 3, 6, 5, 7, 6, 4, 5, 3, 8, 2, 1, 9, 3, 2, 5, 6, 1, 9, 4, 8, 7, 6, 8, 1, 2, 9, 4, 5, 7, 3, 4, 9, 3, 7, 5, 1, 8, 2, 6, 5, 7, 2, 3, 8, 6, 1, 9, 4]"
2023-02-21,Tuesday,147683,"[49, 15, 34, 62, 75, 77, 20, 73, 45, 12, 31, 39, 67, 24, 61, 5, 32, 0, 46, 43, 42, 48, 71, 3, 69, 74, 59, 8, 28, 56, 70, 76, 9, 23, 36, 53, 64, 79, 11, 26, 14, 25, 33]","[0, 6, 1, 0, 9, 0, 7, 3, 0, 0, 8, 0, 0, 4, 0, 0, 9, 2, 9, 2, 0, 5, 1, 0, 0, 0, 0, 2, 0, 9, 7, 0, 0, 0, 0, 8, 0, 1, 6, 0, 2, 5, 0, 0, 3, 0, 0, 8, 0, 0, 1, 5, 2, 0, 6, 9, 0, 4, 7, 0, 3, 0, 0, 1, 0, 4, 6, 0, 3, 0, 0, 0, 8, 0, 0, 0, 0, 0, 4, 0, 6]","[4, 6, 1, 2, 9, 8, 7, 3, 5, 5, 8, 7, 3, 4, 6, 1, 9, 2, 9, 2, 3, 5, 1, 7, 8, 6, 4, 2, 5, 9, 7, 3, 4, 6, 1, 8, 7, 1, 6, 8, 2, 5, 9, 4, 3, 3, 4, 8, 9, 6, 1, 5, 2, 7, 6, 9, 5, 4, 7, 2, 3, 8, 1, 1, 7, 4, 6, 8, 3, 2, 5, 9, 8, 3, 2, 1, 5, 9, 4, 7, 6]"
2023-02-22,Wednesday,147686,"[44, 55, 25, 36, 53, 59, 78, 56, 66, 80, 28, 20, 27, 41, 52, 22, 35, 37, 50, 7, 17, 39, 46, 67, 13, 29, 48, 61, 0, 2, 54, 79, 19, 69, 72, 14, 8, 1, 15, 21, 31, 68, 74]","[0, 0, 0, 3, 9, 8, 7, 0, 0, 3, 9, 1, 7, 0, 0, 0, 8, 0, 8, 0, 0, 0, 0, 5, 3, 0, 4, 0, 0, 0, 9, 0, 3, 5, 2, 0, 0, 0, 2, 0, 8, 0, 4, 6, 0, 6, 0, 3, 0, 2, 0, 8, 0, 0, 0, 0, 0, 2, 7, 0, 1, 0, 6, 1, 4, 9, 0, 0, 0, 0, 3, 7, 0, 7, 0, 1, 3, 4, 0, 0, 0]","[4, 6, 5, 3, 9, 8, 7, 1, 2, 3, 9, 1, 7, 4, 2, 6, 8, 5, 8, 2, 7, 6, 1, 5, 3, 9, 4, 7, 8, 4, 9, 6, 3, 5, 2, 1, 9, 1, 2, 5, 8, 7, 4, 6, 3, 6, 5, 3, 4, 2, 1, 8, 7, 9, 5, 3, 8, 2, 7, 9, 1, 4, 6, 1, 4, 9, 8, 5, 6, 2, 3, 7, 2, 7, 6, 1, 3, 4, 9, 5, 8]"
