date,day_of_week,puzzle_id,hint,puzzle,solution
2021-09-22,Wednesday,146132,"[47, 76, 12, 71, 19, 30, 68, 64, 29, 55, 56, 36, 69, 67, 60, 66, 70, 57, 26, 34, 8, 52, 72, 45, 73, 0, 18, 48, 74, 9, 25, 49, 53, 16, 28, 50, 10, 35, 38, 1, 15, 20, 32, 37, 44, 6, 11, 23, 3, 24, 40, 61, 77, 4, 5, 39, 58, 79]","[0, 0, 9, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9, 0, 0, 0, 4, 9, 0, 0, 0, 0, 7, 0, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 7, 6, 0, 0, 6, 0, 0, 0, 0, 8, 0, 0, 2, 0, 0, 0, 0, 8, 0, 0, 7, 5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 0, 8]","[6, 1, 9, 8, 5, 7, 3, 2, 4, 4, 3, 7, 2, 1, 6, 5, 8, 9, 8, 2, 5, 4, 9, 3, 1, 7, 6, 7, 5, 8, 6, 4, 1, 2, 9, 3, 9, 4, 1, 3, 8, 2, 7, 6, 5, 3, 6, 2, 5, 7, 9, 8, 4, 1, 2, 9, 4, 1, 3, 8, 6, 5, 7, 5, 8, 3, 7, 6, 4, 9, 1, 2, 1, 7, 6, 9, 2, 5, 4, 3, 8]"
2021-09-23,Thursday,146135,"[21, 72, 68, 8, 54, 18, 50, 77, 41, 37, 51, 46, 33, 35, 66, 30, 71, 48, 17, 49, 60, 47, 40, 20, 64, 27, 3, 52, 38, 0, 29, 15, 44, 4, 75, 42, 65, 80, 6, 76, 12, 73, 57, 61, 24, 13, 1, 25, 28, 53, 58, 78, 11, 7, 10, 22, 55, 79]","[0, 0, 4, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 9, 0, 4, 0, 0, 6, 0, 0, 0, 8, 0, 0, 2, 0, 0, 0, 0, 4, 6, 0, 9, 0, 7, 0, 0, 5, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 4, 5, 0, 0, 0, 8, 0, 9, 2, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0]","[8, 7, 4, 3, 2, 5, 6, 1, 9, 2, 1, 5, 6, 7, 9, 8, 4, 3, 9, 6, 3, 4, 1, 8, 7, 5, 2, 3, 5, 8, 1, 4, 6, 2, 9, 7, 7, 4, 6, 5, 9, 2, 1, 3, 8, 1, 2, 9, 8, 3, 7, 4, 6, 5, 6, 8, 2, 9, 5, 1, 3, 7, 4, 5, 3, 1, 7, 8, 4, 9, 2, 6, 4, 9, 7, 2, 6, 3, 5, 8, 1]"
2021-09-27,Monday,146147,"[59, 25, 35, 19, 5, 22, 69, 0, 9, 32, 10, 46, 7, 76, 65, 64, 73, 6, 8, 12, 44, 50, 78, 13, 33, 37, 48, 53, 70, 77, 79, 1, 15, 16, 20, 27, 30, 38, 39, 47, 49, 51, 52, 57, 61, 72, 2, 18, 29, 56, 62, 63, 75, 54, 58, 67, 71]","[0, 0, 0, 3, 9, 0, 0, 0, 0, 0, 0, 9, 0, 0, 5, 0, 0, 4, 0, 0, 0, 1, 0, 2, 7, 0, 5, 0, 8, 0, 0, 6, 0, 0, 4, 0, 6, 0, 0, 0, 3, 1, 9, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3]","[4, 7, 5, 3, 9, 6, 2, 1, 8, 2, 1, 9, 7, 8, 5, 6, 3, 4, 3, 6, 8, 1, 4, 2, 7, 9, 5, 7, 8, 2, 5, 6, 9, 3, 4, 1, 6, 5, 4, 8, 3, 1, 9, 2, 7, 1, 9, 3, 2, 7, 4, 8, 5, 6, 8, 4, 7, 9, 5, 3, 1, 6, 2, 5, 3, 1, 6, 2, 7, 4, 8, 9, 9, 2, 6, 4, 1, 8, 5, 7, 3]"
2021-09-29,Wednesday,146153,"[79, 27, 36, 29, 73, 31, 65, 0, 40, 57, 74, 20, 66, 72, 2, 22, 50, 23, 48, 49, 77, 3, 6, 8, 14, 19, 39, 46, 75, 1, 7, 30, 37, 51, 28, 33, 61, 60, 25, 26, 70, 18, 17, 15, 16, 32, 44, 58, 69, 9, 24, 43, 71, 34, 41, 54, 67, 62, 63]","[0, 0, 0, 0, 6, 9, 0, 0, 0, 0, 9, 5, 7, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 5, 0, 0, 3, 0, 7, 0, 0, 0, 0, 1, 4, 0, 2, 6, 0, 0, 8, 0, 0, 0, 0, 5, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 7]","[4, 1, 3, 8, 6, 9, 7, 2, 5, 8, 9, 5, 7, 4, 2, 1, 3, 6, 6, 7, 2, 3, 5, 1, 8, 4, 9, 5, 4, 9, 1, 8, 3, 6, 7, 2, 2, 6, 1, 4, 9, 7, 5, 8, 3, 3, 8, 7, 6, 2, 5, 9, 1, 4, 7, 2, 6, 9, 3, 8, 4, 5, 1, 1, 5, 4, 2, 7, 6, 3, 9, 8, 9, 3, 8, 5, 1, 4, 2, 6, 7]"
2021-09-30,Thursday,146156,"[3, 49, 55, 34, 1, 36, 35, 9, 6, 12, 63, 13, 16, 76, 54, 24, 72, 33, 73, 10, 78, 79, 11, 71, 77, 40, 59, 70, 8, 23, 26, 30, 31, 44, 48, 57, 58, 61, 66, 22, 32, 37, 39, 43, 47, 53, 62, 28, 46, 50, 65, 2, 19, 25, 29, 64, 7, 20]","[6, 0, 0, 0, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 2, 1, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 9, 0, 0, 3, 0, 0, 0, 0, 0, 2, 7, 0, 0, 0, 9, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 7, 1, 4, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 1]","[6, 2, 4, 1, 8, 7, 5, 3, 9, 9, 7, 5, 3, 6, 4, 1, 8, 2, 1, 3, 8, 5, 2, 9, 6, 4, 7, 5, 4, 7, 2, 9, 6, 8, 1, 3, 2, 8, 1, 7, 4, 3, 9, 5, 6, 3, 9, 6, 8, 1, 5, 2, 7, 4, 7, 1, 9, 4, 5, 2, 3, 6, 8, 8, 6, 3, 9, 7, 1, 4, 2, 5, 4, 5, 2, 6, 3, 8, 7, 9, 1]"
2021-10-01,Friday,146159,"[44, 16, 3, 78, 59, 21, 49, 42, 31, 76, 13, 77, 50, 75, 48, 14, 32, 12, 30, 57, 29, 36, 0, 47, 56, 74, 61, 34, 62, 17, 33, 55, 79, 6, 7, 10, 52, 53, 80, 1, 8, 15, 18, 24, 26, 51, 70, 71, 73, 20, 46, 63, 72, 19, 38, 45, 64, 37, 65]","[0, 0, 5, 0, 7, 1, 0, 0, 0, 8, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 0, 8, 0, 4, 7, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 3, 2, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 4, 0, 7, 0, 0, 0, 0, 0, 1, 6, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 9, 5, 8, 7, 1, 6, 4, 2, 8, 1, 2, 6, 3, 4, 5, 7, 9, 7, 4, 6, 2, 5, 9, 1, 8, 3, 4, 7, 3, 9, 1, 6, 2, 5, 8, 9, 6, 8, 3, 2, 5, 4, 1, 7, 2, 5, 1, 4, 8, 7, 9, 3, 6, 6, 3, 9, 5, 4, 8, 7, 2, 1, 5, 8, 7, 1, 6, 2, 3, 9, 4, 1, 2, 4, 7, 9, 3, 8, 6, 5]"
2021-10-04,Monday,146168,"[65, 32, 43, 8, 0, 76, 30, 39, 48, 66, 71, 49, 70, 16, 31, 67, 4, 17, 68, 10, 5, 15, 23, 62, 33, 19, 6, 45, 56, 52, 53, 7, 57, 78, 35, 37, 59, 74, 18, 42, 46, 55, 75, 54, 77, 1, 38, 2, 25, 36, 73, 26, 28, 51, 61, 72]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 7, 0, 3, 5, 2, 4, 0, 0, 0, 0, 0, 4, 6, 7, 0, 5, 0, 0, 9, 0, 7, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 3, 6, 0, 0, 9, 0, 0, 6, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 4, 6, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8]","[6, 5, 2, 1, 9, 3, 8, 4, 7, 7, 8, 3, 5, 2, 4, 9, 6, 1, 1, 9, 4, 6, 7, 8, 5, 2, 3, 9, 3, 7, 2, 5, 1, 6, 8, 4, 2, 4, 5, 8, 3, 6, 1, 7, 9, 8, 1, 6, 9, 4, 7, 3, 5, 2, 5, 7, 8, 4, 1, 9, 2, 3, 6, 4, 6, 1, 3, 8, 2, 7, 9, 5, 3, 2, 9, 7, 6, 5, 4, 1, 8]"
2021-10-05,Tuesday,146171,"[53, 29, 31, 6, 43, 2, 42, 17, 28, 56, 32, 39, 49, 65, 4, 0, 3, 59, 66, 80, 78, 26, 12, 79, 34, 35, 33, 62, 58, 71, 73, 13, 60, 63, 77, 15, 18, 21, 45, 50, 61, 64, 75, 76, 10, 11, 19, 23, 24, 36, 37, 46, 48, 55, 70, 9, 25, 38, 69]","[0, 7, 0, 0, 0, 3, 0, 6, 1, 0, 0, 0, 0, 0, 5, 0, 3, 0, 0, 0, 5, 0, 2, 0, 0, 0, 0, 2, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 0, 0, 8, 0, 0, 6, 0, 0, 0, 3, 9, 0, 7, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 4, 0, 8, 0, 0, 0, 0, 0, 0]","[9, 7, 2, 4, 8, 3, 5, 6, 1, 6, 8, 1, 9, 7, 5, 4, 3, 2, 3, 4, 5, 1, 2, 6, 7, 8, 9, 2, 9, 7, 5, 3, 8, 1, 4, 6, 1, 3, 4, 6, 9, 7, 2, 5, 8, 8, 5, 6, 2, 4, 1, 3, 9, 7, 7, 1, 9, 3, 6, 4, 8, 2, 5, 5, 2, 3, 8, 1, 9, 6, 7, 4, 4, 6, 8, 7, 5, 2, 9, 1, 3]"
2021-10-06,Wednesday,146174,"[23, 15, 39, 62, 77, 28, 46, 71, 57, 6, 11, 68, 43, 70, 75, 76, 58, 48, 55, 50, 60, 73, 9, 53, 78, 38, 7, 14, 0, 32, 80, 16, 56, 2, 27, 5, 24, 30, 44, 36, 64, 20, 35, 21, 10, 8, 12, 19, 63, 79, 29, 42, 49, 33, 40, 45, 61, 74]","[0, 1, 0, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8, 0, 0, 0, 2, 0, 0, 4, 6, 0, 0, 0, 0, 4, 0, 0, 2, 0, 0, 9, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 9, 8, 0, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 8, 1, 9, 0, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 1, 6, 4, 8, 5, 2, 7, 3, 4, 5, 2, 3, 7, 6, 8, 9, 1, 8, 3, 7, 9, 2, 1, 5, 4, 6, 6, 8, 3, 5, 4, 9, 1, 2, 7, 7, 9, 4, 8, 1, 2, 3, 6, 5, 1, 2, 5, 6, 3, 7, 9, 8, 4, 5, 4, 9, 2, 6, 3, 7, 1, 8, 3, 7, 8, 1, 9, 4, 6, 5, 2, 2, 6, 1, 7, 5, 8, 4, 3, 9]"
2021-10-10,Sunday,146186,"[16, 55, 49, 1, 11, 24, 6, 5, 52, 71, 31, 3, 48, 43, 44, 8, 28, 42, 29, 34, 39, 41, 47, 60, 62, 2, 35, 45, 46, 50, 0, 7, 10, 22, 36, 65, 12, 19, 20, 25, 37, 67, 72, 13, 54, 57, 58, 70, 77, 79, 56, 59, 61, 63, 68, 74, 76]","[0, 0, 0, 0, 5, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 3, 0, 8, 5, 0, 0, 7, 0, 8, 0, 0, 2, 8, 0, 0, 9, 0, 4, 1, 0, 0, 0, 0, 6, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 8, 0, 0, 0, 2, 0, 6, 0, 0, 4, 0, 9]","[2, 8, 9, 3, 5, 6, 7, 4, 1, 6, 4, 7, 2, 9, 1, 3, 5, 8, 5, 1, 3, 7, 4, 8, 6, 9, 2, 8, 3, 2, 9, 6, 4, 1, 7, 5, 1, 9, 6, 5, 3, 7, 2, 8, 4, 7, 5, 4, 8, 1, 2, 9, 6, 3, 9, 6, 1, 4, 8, 3, 5, 2, 7, 4, 7, 5, 1, 2, 9, 8, 3, 6, 3, 2, 8, 6, 7, 5, 4, 1, 9]"
